StateCode,State,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
VA,Virginia,1858.0,1887.0,1894.0,1890.0,1889.0,1917.0,1942.0,1952.0,1994.0,2038.0,2071.0,2092.0,2122.0,2176.0,2241.0,2294.0,2316.0,2313.0,2359.0,2318.0,2347.0,2395.0,2412.0,2423.0,2426.0,2423.0,2419.0,2433.0,2435.0,2425.0,2427.0,2445.0,2452.0,2460.0,2485.0,2520.0,2552.0,2590.0,2638.0,2670.0,2720.0,2855.0,3038.0,3130.0,3248.0,3193.0,3212.0,3201.0,3207.0,3292.0,3315.0,3434.0,3504.0,3557.0,3555.0,3588.0,3722.0,3844.0,3914.0,3951.0,3986.0,4095.0,4180.0,4276.0,4357.0,4411.0,4456.0,4508.0,4558.0,4614.0,4651.45,4750.84,4824.47,4901.29,4971.07,5047.4,5121.86,5193.11,5270.24,5307.94,5346.82,5444.1,5492.78,5564.66,5643.87,5715.15,5811.7,5932.27,6036.91,6120.25,6213.53,6283.85,6383.32,6464.8,6536.77,6601.39,6665.49,6732.88,6789.22,6872.91,7105.82,7198.36,7286.87,7366.98,7475.58,7577.1,7673.72,7751.0,7833.5,7925.94,8024.0,8102.44,8187.46,8255.86,8315.43,8367.3,8417.65,8471.01,8510.92,8556.64,8590.56,8642.27,8683.62
WA,Washington,523.0,583.0,651.0,719.0,782.0,842.0,904.0,967.0,1028.0,1091.0,1148.0,1167.0,1184.0,1209.0,1231.0,1239.0,1255.0,1287.0,1341.0,1333.0,1373.0,1405.0,1415.0,1433.0,1467.0,1494.0,1516.0,1538.0,1551.0,1555.0,1568.0,1581.0,1584.0,1592.0,1610.0,1629.0,1653.0,1681.0,1698.0,1715.0,1740.0,1789.0,1901.0,2027.0,2092.0,2206.0,2288.0,2211.0,2255.0,2294.0,2387.0,2424.0,2448.0,2466.0,2516.0,2604.0,2668.0,2724.0,2773.0,2821.0,2855.0,2882.0,2942.0,2955.0,2961.0,2967.0,3057.0,3174.0,3270.0,3343.0,3413.24,3447.55,3447.88,3478.78,3549.95,3621.34,3693.61,3776.05,3889.07,4017.63,4132.16,4235.73,4276.55,4300.27,4343.66,4400.1,4452.72,4531.9,4639.89,4746.32,4900.78,5013.44,5139.01,5247.7,5334.9,5431.02,5509.96,5604.1,5687.83,5756.36,5910.51,5985.72,6052.35,6104.12,6178.64,6257.3,6370.75,6461.59,6562.23,6667.43,6743.01,6827.48,6898.6,6966.25,7057.53,7167.29,7299.96,7427.95,7526.79,7614.02,7693.61,7738.69,7785.79
WV,West Virginia,959.0,972.0,1000.0,1037.0,1064.0,1094.0,1122.0,1149.0,1174.0,1203.0,1231.0,1266.0,1291.0,1317.0,1362.0,1387.0,1414.0,1439.0,1438.0,1464.0,1470.0,1485.0,1498.0,1526.0,1577.0,1593.0,1623.0,1671.0,1696.0,1717.0,1733.0,1740.0,1747.0,1752.0,1771.0,1794.0,1808.0,1813.0,1828.0,1868.0,1907.0,1885.0,1831.0,1741.0,1706.0,1708.0,1826.0,1883.0,1899.0,1930.0,2006.0,1984.0,1957.0,1929.0,1905.0,1880.0,1857.0,1843.0,1845.0,1855.0,1853.0,1828.0,1809.0,1796.0,1797.0,1786.0,1775.0,1769.0,1763.0,1746.0,1744.24,1770.66,1797.65,1806.36,1815.45,1842.25,1879.5,1908.09,1923.4,1942.15,1949.64,1954.12,1949.6,1945.06,1927.7,1906.83,1882.35,1857.58,1830.22,1806.57,1792.48,1798.21,1805.46,1816.18,1818.49,1820.56,1818.98,1815.59,1811.69,1806.93,1807.02,1801.48,1805.41,1812.3,1816.44,1820.49,1827.91,1834.05,1840.31,1847.78,1854.26,1856.61,1857.45,1854.77,1850.57,1843.33,1832.44,1818.68,1805.95,1795.26,1784.79,1782.96,1775.16
WI,Wisconsin,2072.0,2109.0,2141.0,2171.0,2202.0,2231.0,2250.0,2268.0,2292.0,2317.0,2345.0,2369.0,2407.0,2438.0,2490.0,2535.0,2562.0,2587.0,2597.0,2600.0,2679.0,2722.0,2761.0,2803.0,2833.0,2863.0,2892.0,2916.0,2923.0,2934.0,2950.0,2990.0,3021.0,3040.0,3054.0,3070.0,3082.0,3088.0,3098.0,3121.0,3143.0,3140.0,3053.0,3014.0,2980.0,2961.0,3167.0,3250.0,3314.0,3391.0,3438.0,3439.0,3469.0,3506.0,3608.0,3679.0,3742.0,3791.0,3843.0,3891.0,3962.0,4009.0,4049.0,4112.0,4165.0,4232.0,4274.0,4303.0,4345.0,4378.0,4417.82,4462.16,4502.41,4524.24,4545.78,4578.99,4595.9,4626.51,4646.11,4682.81,4705.77,4726.34,4728.87,4721.44,4735.56,4747.77,4755.62,4777.92,4822.39,4856.57,4902.27,4952.68,5004.64,5055.32,5095.5,5137.0,5173.83,5200.23,5222.12,5250.45,5374.0,5406.84,5445.16,5479.2,5514.03,5546.17,5577.66,5610.78,5641.0,5669.26,5690.54,5705.84,5720.82,5738.01,5753.2,5762.93,5775.17,5793.15,5809.32,5824.58,5832.66,5895.91,5892.54
WY,Wyoming,93.0,100.0,105.0,108.0,111.0,114.0,118.0,125.0,133.0,141.0,147.0,150.0,153.0,157.0,163.0,167.0,174.0,186.0,181.0,191.0,197.0,203.0,208.0,211.0,215.0,216.0,217.0,219.0,220.0,223.0,226.0,229.0,230.0,230.0,233.0,237.0,240.0,243.0,246.0,248.0,250.0,247.0,251.0,247.0,242.0,239.0,254.0,258.0,269.0,277.0,290.0,291.0,293.0,290.0,293.0,307.0,312.0,314.0,315.0,320.0,331.0,337.0,333.0,336.0,339.0,332.0,323.0,322.0,324.0,329.0,332.42,340.28,347.34,354.06,365.5,381.7,396.95,413.35,432.88,454.38,469.56,491.71,506.4,510.34,504.9,499.7,495.63,476.96,465.1,458.37,453.4,457.74,463.49,469.03,474.98,478.45,480.08,480.03,480.04,479.6,494.3,494.66,500.02,503.45,509.11,514.16,522.67,534.88,546.04,559.85,564.53,567.49,576.66,582.62,583.16,586.39,585.24,579.99,579.05,580.12,582.33,578.8,581.38
DC,District of Columbia,278.0,285.0,290.0,295.0,302.0,308.0,313.0,317.0,321.0,327.0,334.0,344.0,340.0,358.0,368.0,361.0,360.0,385.0,418.0,445.0,440.0,446.0,450.0,453.0,456.0,461.0,469.0,476.0,479.0,483.0,488.0,504.0,513.0,529.0,568.0,608.0,629.0,616.0,638.0,658.0,690.0,764.0,851.0,900.0,881.0,876.0,899.0,888.0,840.0,807.0,806.0,808.0,805.0,810.0,791.0,785.0,759.0,763.0,757.0,761.0,765.0,778.0,788.0,798.0,798.0,797.0,791.0,791.0,778.0,762.0,756.67,749.78,742.24,731.49,717.95,706.87,692.3,677.23,665.05,650.02,638.33,636.89,634.17,632.43,633.38,634.55,638.27,636.93,630.43,624.17,603.81,593.24,584.18,576.36,564.98,551.27,538.27,528.75,521.43,519.0,572.05,574.5,573.16,568.5,567.75,567.14,570.68,574.4,580.24,592.23,605.28,620.29,635.74,651.56,663.6,677.01,687.58,697.08,704.15,708.25,712.82,670.05,671.8
AS,American Samoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GU,Guam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MP,Northern Mariana Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PR,Puerto Rico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3810.6,3818.77,3823.7,3826.1,3826.88,3821.36,3805.21,3783.0,3760.87,3740.41,3725.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3285.87,3263.58,3221.79
